Dates,News,Sentiment label 
20-08-2015,gold futures log highest settlement since mid-july on comex,positive
15-12-2004,gold climbs to one-week high,positive
02-06-2017,"August gold edges slightly higher at $1,271.50/oz, up 0.1%",positive
16-02-2018,Commodities@Moneycontrol: Gold prices near highest since August 2016,positive
17-08-2007,"gold shines, silver fades",positive
23-09-2008,"gold futures end lower, as u.s. dollar rises vs. rivals",negative
06-12-2017,gold rate today: gold trades lower in morning deals; silver up,negative
22-10-2011,"Gold, silver spurt on festive offtake, global cues",positive
16-11-2016,gold prices gain in asia as support continues despite fed hike views,positive
15-10-2010,"gold, oil hold on to losses after consumer data",negative
07-10-2016,"December gold rises 1% at $1,265.10",positive
26-08-2016,"Dec. gold gains $1.30, or 0.1%, for the session to finish at $1,325.90/oz",positive
27-10-2011,gold climbs as europe woes spur demand,positive
13-08-2013,"changes in duties on gold, silver to be announced today",none
13-09-2009,gold gains on investment buying,positive
02-08-2013,gold: where to draw the line in the sand after jobs data,none
03-07-2007,"august gold closes at $655.40/oz, down $3.80 in ny",negative
01-09-2016,"December gold down $4.90, or 0.4%, at $1,306.50/oz.",negative
03-11-2016,"Gold futures suffer first loss in 3 sessions, but keep grip on $1,300",negative
23-02-2017,Gold ends at 3-month high as dollar wobbles,positive
03-03-2016,Third tranche of gold bond scheme coming soon: Shaktikanta Das,none
01-11-2006,"dec. gold up $12.50, or 2.1%, to close at $619.30/oz",positive
14-11-2017,"Dec. gold climbs $4, or 0.3%, to settle at $1,282.90/oz",positive
25-02-2010,"australian shares edge up, boosted by gold miners",positive
19-02-2013,the shining truth: gold price isn't made in india,none
23-07-2008,"gold glitters, but there're few takers",positive
24-06-2013,gold may slip to rs 26500: nirmal bang,negative
09-08-2018,"Gold slips to Rs 30,560 on muted demand, weak global cues ",negative
07-08-2006,gold futures up $3.40 at $653 an ounce,positive
20-03-2018,Gold Prices Push Lower on Dollar Strength,negative
15-11-2012,"gold futures drop $16 to settle at $1,713.80",negative
05-01-2017,"feb. gold gains $16, or 1.4%, to settle at a $1,181.30/oz",positive
10-09-2018,"Gold holds losses on rate hike views, trade worries",negative
22-03-2017,"April gold settles at $1,249.70/oz, up $3.20, or 0.3%",positive
19-07-2011,"gold futures down $10.70 at $1,590.40 an ounce",negative
16-10-2017,"Silver drops to Rs 41,400 per kg; gold steady at Rs 30,850",negative
17-05-2002,dollar plunge propels gold stocks,positive
04-06-2018,charts : gold enters decisive zone amid growing geopolitics while on downward trend,negative
28-06-2012,"short gold, silver on rally, says karvy commodities broking",positive
22-07-2016,"Gold holds on to overnight gains as stocks, dollar retreat",positive
09-11-2005,"dec gold closes near a two-week high, up $5.20 at $467.50/oz",positive
21-11-2013,4 reasons gold is poised for a comeback,positive
13-04-2016,"govt raises import tariff value of gold, silver",none
13-06-2011,"gold, silver settle at multi-week lows",negative
19-03-2018,gold prices hover at 2-week lows on dollar strength,neutral
07-06-2006,gold closes at 7-week low as dollar continues higher,negative
22-02-2018,"gold notches back-to-back gain amid pullback in dollar, bond yields",positive
10-04-2017,Gold settles lower after posting gains over the last two sessions,negative
10-01-2013,"gold ends 1.4% higher on china exports, weak dollar",positive
28-10-2016,Gold futures end with a gain of 0.7% for the week,positive
08-08-2011,"3 trades: avoid bonds, sell gold, buy blue chips",none
06-06-2014,"Gold futures hold steady, eyes on U.S. data",neutral
22-01-2013,government hikes import duty on gold; etfs to park some holdings with banks,none
08-08-2012,"gold inches higher on data, stimulus hopes",positive
29-08-2017,"Gold jumps to Rs 30,450; silver recaptures Rs 41K-mark",positive
22-07-2016,"gold climbs on global cues; silver tops rs 46,000 mark",positive
23-09-2013,gold futures extend losses to a second session,negative
10-11-2016,gold prices gain slightly in asia as markets await demand cues,positive
08-08-2011,"Gold's glitter remains, despite the price rise",neutral
09-03-2018,london clearing : five banks open up trillion dollar gold club,none
20-01-2012,"gold futures turn higher, up 0.2%",positive
17-10-2018,Gold prices hold steady as investors wait for Fed minutes,neutral
05-07-2013,"in the seconds before jobs report, e-mini futures jumped, gold futures oscillated 'wildly': nanex",none
22-03-2013,gold eyes biggest weekly gain in months on cyprus woes,positive
11-10-2017,gold rate today: track gold price in india,none
18-01-2017,This gold play's breakout looks enticing as Trump swats at the dollar,none
17-01-2011,india gold seen falling further,negative
06-12-2013,gold futures erase most losses to trade down $2.60,negative
04-10-2012,gold looks strong at current levels: karvy,positive
18-09-2017,Gold prices mark fifth decline in six sessions,negative
17-07-2013,"gold prices end lower after failed run at $1,300",negative
26-08-2015,"Gold, silver dip further on weak global cues",negative
29-01-2017,gold prices gain in asia as trump travel policy noted,positive
30-05-2013,"aug. gold gains $18.20, or 1.3%, to $1,410/oz",positive
05-05-2017,"June gold futures up $6.20, or 0.5%, to $1,234.90 an ounce",positive
02-12-2009,"gold futures up $12.20 at $1,212.40 an ounce",positive
19-01-2012,Gold: Customs duty hike a revenue measure,none
10-08-2018,gold closes slightly lower as dollar's jump outweighs turkey contagion fear,negative
05-12-2016,"Gold settles down $1.30, or 0.1%, at $1,176.50 an ounce",negative
17-04-2013,commonweath bank cuts fy13 gold price view by 3%,none
30-11-2018,Gold prices to trade sideways today: Angel Commodities,neutral
10-11-2017,state street : fed rate hikes next year won't be enough to unsettle gold prices,none
04-03-2012,"Gold may consolidate, move higher",positive
10-03-2010,"gold, copper rise after strong chinese data",positive
27-09-2017,"gold, silver down in early trade",negative
25-06-2015,Gold prices gain in Asia as investors eye last-minute Greece debt talks,positive
15-11-2018,October trade deficit widens to $ 17.13 billion despite decline in gold imports,negative
14-09-2015,gold scores gain to start week ahead of fed rate decision,positive
16-02-2017,"Gold Fields swings to profit, lifts dividend",none
27-02-2013,gold imports likely to fall on lower inflation: rajan,negative
04-08-2010,"gold futures up $11.40 at $1,198.70 an ounce",positive
21-03-2001,Gold taps intraday highs as U.S. Dollar Index drops to day's lows,positive
08-01-2015,gold prices dip in asia with focus on upcoming u.s. jobs data,negative
07-09-2004,"dec gold closes at $399.40/oz, down $3.10 for the day",negative
05-05-2011,randgold gold output up 24% on year,positive
30-06-2011,"gold ends lower; silver, copper gain",negative
10-09-2018,"gold futures settle below $1,200 for the second time in a week",negative
13-03-2017,"Gold prices end streak of losses, finish higher for the session",positive
30-01-2012,"today's commodity basket: gold, zinc, silver, copper",none
19-09-2018,silver's discount to gold is the biggest since the 1990s,none
15-02-2013,"Gold futures down at Rs 30,383 per 10 gm",negative
05-08-2016,Gold sinks after payrolls report shows a strong July gain,negative
22-09-2017,commodities - gold prices regain ground on north korean threats,positive
22-07-2016,eldorado gold downgraded to neutral from outperform at credit suisse,negative
24-07-2018,gold prices edge down as dollar steadies,negative
20-01-2005,"spot gold quoted at $421.30, down 40c from new york",negative
30-07-2010,"gold down on dollar firmness, oil range-bound, copper steady",negative
10-08-2017,Gold settles at 2-month high amid geopolitical tensions,positive
13-09-2006,gold buying gains pace as prices move south,positive
14-01-2004,nymex gold ends with a $2 loss,negative
21-11-2012,"gold climbs, but remains below $1,730/oz",positive
26-07-2017,"Antofagasta gold, copper production rises",none
19-06-2018,"gold pinned at 2018 lows, draws scant trade-linked haven demand",none
18-01-2005,feb gold up 60c at $423.60/oz in ny,positive
24-06-2010,canadian markets close down; gold stocks hold slight gain,positive
18-10-2012,gold declines first time in three days before eu summit,negative
26-09-2000,december gold down $4.50 at $734.40 an ounce on nymex,negative
17-01-2014,gold contrarians say it's time to start buying,positive
14-09-2017,Commodities - Gold Prices Hold Steady Ahead of U.S. Inflation Data,neutral
18-10-2017,gold price chart: find all the latest gold rate chart and news,none
21-09-2017,"Gold drops $14.70, or 1.1%, to $1,301.70 an ounce",negative
14-09-2010,"us stocks pushing modestly higher amid treasury, gold buying",none
07-07-2017,"august gold down 0.2% at $1,221.10/oz.",negative
16-10-2014,gold prices steady in early asia ahead of light data day in the region,neutral
19-08-2015,Silver slumps by Rs 655/kg on heavy selling; gold eases,neutral
21-08-2015,"gold futures up 0.6% on day, climbs 4.2% on week",positive
12-06-2012,geojit comtrade`s 6 trading strategies on gold,none
12-10-2012,gold futures retreat; market awaits spain bailout,negative
30-03-2016,gold futures give back more than half of the gains seen a day earlier,positive
27-09-2018,gold adds to slight decline after economic reports,negative
05-10-2017,"Gold settles lower, builds on a weekly loss",negative
26-06-2006,gold down $1 at $587 in the early going,negative
28-06-2018,us scrap gold prices continue to decline in line with comex gold,negative
24-07-2014,Gold prices gain in Asia as geopolitical events point to volatility,positive
22-02-2017,Gold prices get post-settlement boost after Fed minutes,positive
09-09-2014,Gold edges lower as dollar gain on Fed interest rate expectations,negative
26-07-2011,"oil drops 1.3% after housing data, gold holds",negative
03-08-2011,"gold at $1,670.50, near day's intraday record",positive
17-05-2016,"gold slips below rs 30,000 on weak global cues, muted demand",negative
17-01-2018,"india : gst, other such policies to boost gold demand, says world gold council",none
16-10-2017,"gold holds above $1,300 but firm dollar weighs",neutral
03-07-2018,"august gold gains $11.70, or 0.9%, to $1,253.40/oz",positive
28-09-2011,Gold futures decline 0.97% on global cues,negative
16-11-2017,"gold breaks 3-day rise, down rs 100 on global cues, low demand",negative
20-06-2013,"aug. gold closes $down $87.80 at $1,286.20 per oz.",negative
17-07-2017,Gold settles at a more than two-week high,positive
07-12-2014,Gold / Silver / Copper futures - weekly outlook: December 8 - 12,none
09-01-2008,feb. gold ends up $1.40 at $881.70 an ounce on nymex,positive
23-08-2018,"Gold falls as new trade tariffs, rate-hike view buoy dollar",negative
18-12-2015,gold regains ground on softer dollar,positive
30-09-2016,Gold inches up as stocks fall on Deutsche Bank worries,positive
30-04-2014,"Gold, silver decline as investors await U.S. GDP data, FOMC decision",negative
04-11-2011,"gold up by rs 420, silver by rs 1,100 on wedding season demand",positive
22-05-2018,charts : a hangman and a hammer are identified in gold and the dollar index,none
26-08-2009,"gold falls as dollar strengthens, etf holdings decline",negative
23-11-2017,gold inches down amid fed inflation concerns,negative
13-09-2016,Gold futures tip lower as the U.S. dollar strengthens,negative
09-06-2003,gold closes lower monday,negative
21-09-2017,"Gold slides 1.5%, falls below $1,300 an ounce for first time in September",negative
24-05-2018,Is India's gold rush coming to an end?,none
01-09-2017,gold trades flat in morning deals; silver down,negative
28-07-2015,"aug. gold down 20 cents to settle at $1,096.20/oz on comex",negative
17-08-2006,"dec. gold drops $7, or 1.1%, to $632/oz in afternoon trade",negative
30-11-2004,feb gold falls $2.60 to end the day at $453.20 in ny,negative
16-12-2002,"gold prices hit $338, issues shoot up",positive
17-08-2016,Gold futures extend losses in electronic trading after FOMC minutes,negative
21-04-2016,"gold climbs rs 400, silver zooms rs 2,400 on global cues",positive
25-08-2011,"Gold, silver plunges on global meltdown",negative
